41,0,2,55.0,1,T,125,23/02/2023,sale,apartment | entire property | stately property class,4 floors,NaN,fibra otticaporta blindataimpianto tv centralizzatoparzialmente arredatoinfissi esterni in doppio vetro / pvcesposizione doppia,385000.0,1930.0,good / habitable,"autonomous, cold/heat",g175 kwh/m² year,milano,montenero,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,centralized,to radiators,methane powered,autonomous, cold/hot,nan
42,0,5,240.0,3+,1,500,22/02/2023,sale,apartment | entire property | stately property class,6 floors,libero,cancello elettricovideocitofonoporta blindatabalconeterrazzaportiere intera giornataimpianto tv centralizzatocantinainfissi esterni in vetro / legnoesposizione doppia,1980000.0,1930.0,new / under construction,"autonomous, cold/heat",c65 kwh/m² year,milano,quadronno - crocetta,1 in garage/box,NaN,NaN,NaN,NaN,NaN,NaN,1,1,centralized,to radiators,methane powered,autonomous, cold/hot,nan
43,0,2,70.0,1,5,160,21/02/2023,sale,apartment | entire property | stately property class,8 floors,libero,balconeportiere intera giornataimpianto tv centralizzatocantinagiardino comuneinfissi esterni in doppio vetro / legnoesposizione doppia,380000.0,1960.0,good / habitable,NaN,g111 kwh/m² year,milano,lodi - brenta,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,5,centralized,On the floor,gas powered,NaN,NaN,nan
44,0,4,130.0,1,5,300,23/02/2023,sale,attic | entire property | stately property class,5 floors,libero,cancello elettricofibra otticaporta blindatabalconeterrazzaportiere mezza giornataimpianto tv centralizzatoparzialmente arredatocantinainfissi esterni in doppio vetro / pvcesposizione doppia,580000.0,1960.0,very good / refurbished,"autonomous, cold",e151.66 kwh/m² year,milano,affori,1 in garage/box,NaN,NaN,NaN,NaN,NaN,NaN,1,5,centralized,to radiators,gas powered,autonomous, cold,nan
45,0,2,50.0,1,5,70,23/02/2023,sale,apartment | entire property | medium property class,5 floors,libero,cancello elettricofibra otticaimpianto di allarmeporta blindataimpianto tv centralizzatoarredatogiardino comuneinfissi esterni in doppio vetro / pvcesposizione doppia,175000.0,1920.0,very good / refurbished,"autonomous, cold/heat",e108.08 kwh/m² year,milano,cimiano,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,5,autonomous,by air,powered by heat pump,autonomous, cold/hot,nan
46,0,2,61.0,1,NaN,150,23/02/2023,sale,apartment | entire property | stately property class,5 floors,libero,cancello elettricofibra otticavideocitofonoimpianto di allarmeporta blindataarmadio a murobalconeterrazzaportiere mezza giornataimpianto tv centralizzatoarredatogiardino comuneinfissi esterni in doppio vetro / legnoesposizione doppia,245000.0,2005.0,very good / refurbished,"autonomous, cold/heat",d120 kwh/m² year,milano,san siro,1 in garage/box,NaN,NaN,NaN,NaN,NaN,NaN,1,2,autonomous,to radiators,methane powered,autonomous, cold/hot,nan
47,0,4,150.0,2,2,400,15/02/2023,sale,apartment | entire property | stately property class,5 floors,libero,cancello elettricofibra otticaporta blindatabalconeportiere intera giornataimpianto tv centralizzatocantinainfissi esterni in doppio vetro / pvcesposizione doppia,730000.0,1970.0,good / habitable,"autonomous, cold",g175.76 kwh/m² year,milano,argonne - corsica,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,2,centralized,to radiators,methane powered,autonomous, cold,nan
48,0,3,110.0,1,2,250,06/02/2023,sale,apartment | entire property | stately property class,5 floors,libero,cancello elettricofibra otticavideocitofonoporta blindataesposizione internabalconeportiere intera giornataimpianto tv centralizzatocantinagiardino comuneinfissi esterni in vetro / pvc,510000.0,1900.0,to be restructured,NaN,g≥ 175 kwh/m² year,milano,buenos aires,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,2,centralized,to radiators,methane powered,NaN,NaN,nan
99,0,2 - 3,63.0,3,NaN,NaN,07/02/2023,sale,project,5 floors,NaN,parcheggio bicigiardino comuneinfissi esterni in doppio vetro / pvc,NaN,NaN,NaN,"centralized, cold","a1≥ 3,51 kwh/m² year",milano,pezzotti - meda,NaN,NaN,22.0,01/02/2023 - 01/10/2024,NaN,NaN,NaN,0,NaN,centralized,On the floor,powered by heat pump,centralized, cold,nan
49,0,4,185.0,3,8,700,28/11/2022,sale,apartment | entire property | stately property class,8 floors,libero,cancello elettricocaminettofibra otticaimpianto di allarmeporta blindataesposizione internaarmadio a murobalconeterrazzaportiere intera giornataimpianto tv centralizzatocantinagiardino comuneinfissi esterni in vetro / legno,1980000.0,1969.0,good / habitable,"centralized, cold",g301.49 kwh/m² year,milano,porta romana - medaglie d'oro,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,8,centralized,to radiators,methane powered,centralized, cold,nan
50,0,3,115.0,1,7,333,08/02/2023,sale,apartment | entire property | medium property class,7 floors,libero,cancello elettricofibra otticavideocitofonoimpianto di allarmeporta blindataterrazzacantinainfissi esterni in doppio vetro / pvcesposizione doppia,915000.0,1960.0,very good / refurbished,"autonomous, cold",e102.46 kwh/m² year,milano,città studi,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,7,centralized,to radiators,methane powered,autonomous, cold,nan
51,0,3,90.0,1,R,167,22/02/2023,sale,apartment | entire property | medium property class,6 floors,libero,cancello elettricofibra otticabalconeportiere intera giornataimpianto tv centralizzatoinfissi esterni in doppio vetro / metalloesposizione doppia,219000.0,1970.0,to be restructured,NaN,g310.29 kwh/m² year,milano,crescenzago,"1 in garage/box, 1 all'esterno",NaN,NaN,NaN,NaN,NaN,NaN,1,0,centralized,to radiators,methane powered,NaN,NaN,nan
52,0,4,174.0,2,1,333,19/12/2022,sale,apartment | entire property | stately property class,6 floors,libero,cancello elettricofibra otticaporta blindataimpianto tv centralizzatoinfissi esterni in vetro / legnoesposizione doppia,990000.0,1930.0,very good / refurbished,"autonomous, cold",c257.56 kwh/m² year,milano,via giuseppina lazzaroni,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,centralized,to radiators,methane powered,autonomous, cold,nan
